Assay	term	contrast	null.value	estimate	std.error	df	statistic	p.value	adj.p.value
uPA	Day*srf14	Day4 Yes - Day7 Yes	0	0.014606107545059652	0.09315875551993112	1054.8607327897773	0.1567872763385585	0.8754425029762929	0.9395502947673724
IL6	Day*srf14	Day1 No - Day4 No	0	0.5446894664629032	0.04832038772271867	1035.982630986338	11.27245645437584	6.989918010727596e-28	5.203605630208322e-27
IL6	Day*srf14	Day1 No - Day7 No	0	0.8523880819324422	0.049043956815621986	1043.8624770611946	17.380083852878094	1.2742063984607772e-59	1.2195975528124581e-58
IL6	Day*srf14	Day1 No - Day1 Yes	0	-0.4620608716058214	0.09156181496871056	1140.6099344302243	-5.046436353011586	5.234655097989714e-7	1.7536094578265544e-5
IL6	Day*srf14	Day1 No - Day4 Yes	0	-0.2313971172480354	0.09392046684564151	1191.261216660975	-2.4637560376306165	0.013889442847858091	0.02908102096270288
IL6	Day*srf14	Day1 No - Day7 Yes	0	-0.10808319624686655	0.09358188248773017	1184.0877893470183	-1.1549585600721133	0.24834041662732423	0.3466418315423067
IL6	Day*srf14	Day4 No - Day7 No	0	0.307698615469539	0.04858515392381256	1037.6875851514974	6.333181859463653	3.570673633901569e-10	1.8402702574723472e-9
IL6	Day*srf14	Day4 No - Day1 Yes	0	-1.0067503380687246	0.09136246472022283	1135.4015179022103	-11.01929924013842	6.729381731439822e-27	9.017371520129362e-26
IL6	Day*srf14	Day4 No - Day4 Yes	0	-0.7760865837109385	0.09372570463005815	1186.474498721588	-8.280402764366574	3.277074420397389e-16	1.371288334705007e-14
IL6	Day*srf14	Day4 No - Day7 Yes	0	-0.6527726627097696	0.09338686969320349	1179.2491845914733	-6.9899833333558785	4.590397902052356e-12	3.0755665943750786e-10
IL6	Day*srf14	Day7 No - Day1 Yes	0	-1.3144489535382635	0.09162376413898136	1142.1294878712201	-14.346157526822571	4.870809918842809e-43	1.0878142152082273e-41
IL6	Day*srf14	Day7 No - Day4 Yes	0	-1.0837851991804777	0.09398029718885695	1192.6207341516533	-11.532046945995186	3.02885344455255e-29	2.0293318078502082e-27
